ï»¿id,clee,nom_estab,raz_social,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,nom_CenCom.1,cod_postal,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,cve_entidad_fk,cve_municipio_fk,codigo_act,Unnamed: 37
72401,02001466410004271000000000U7,BAZAR YULY,,0 a 5 personas,CALLE,NOVENA,AVENIDA,MAR,AVENIDA,MAR,CALLE,DECIMA,1215.0,,,,0.0,,COLONIA,OBRERA,,,,22830.0,736,48,6461210182.0,,,Semifijo,31.86877263,-116.6153057,2010-07,2,1,466410,
9550309,02001466410017381000000000U9,BAZAREZ LIBERTAD,,0 a 5 personas,AVENIDA,MEXICO,AVENIDA,LIBERTAD,PRIVADA,NINGUNO,CALLE,JUNIPERO SERRA,42.0,,,,,,COLONIA,LOS MAESTROS,,,,22840.0,789,30,,,,Fijo,31.86302426,-116.5939497,2024-11,2,1,466410,
10046442,02001466410016351000000000U3,BAZR NANCI GONZALEZ,,0 a 5 personas,CALLE,LAGO ALBANO,CALLE,LAGO ONTARIO,CALLE,LAGO LA DOGA,CALLE,LAGO ALBANO,68.0,,,,,,COLONIA,VILLA COLONIAL,,,,22890.0,5987,11,6462237436.0,,,Fijo,31.82765187,-116.5889268,2024-11,2,1,466410,
9472080,02001461212003221000009259S8,BCN SIX ABARROTES ARELY,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,MANUEL M. PONCE,CALLE,Ezequiel ChÃ¡vez,CALZADA,Calzada de las Ãguilas,CALLE,Cuarta,306.0,,,,,,COLONIA,LOS MAESTROS,,,,22840.0,789,2,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.86613895,-116.588277,2024-05,2,1,461212,
9474311,02001461212002771000009259S3,BCN SIX ABARROTES DEL VALLE,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,PRIMERA,CALLE,C,CALLE,D,AVENIDA,General LÃ¡zaro CÃ¡rdenas,5.0,MZ 54,,,,,COLONIA,POBLADO OJOS NEGROS,,,,22770.0,6379,12,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.91131888,-116.2593205,2024-05,2,1,461212,
9471410,02001461212003011000009259S3,BCN SIX ABARROTES DON LUIS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,30.0,,,,,,COLONIA,CAÃON SAN CARLOS,,,,22790.0,6472,800,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.75632308,-116.5696415,2024-05,2,1,461212,
9473376,02001461212003151000009259S7,BCN SIX ABARROTES EL NAYAR,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,CLAVEL,CALLE,Pino,CALLE,Roble,CALLE,Crisantemas,358.0,,,,,,COLONIA,LAS LOMITAS,,,,22810.0,6006,25,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.89196811,-116.5789757,2024-05,2,1,461212,
9481174,02001461212002921000009259S4,BCN SIX ABARROTES GINA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,GENERAL EMILIANO ZAPATA,CARRETERA,Transpeninsular (Reforma),CALLE,Plan de Ayutla,AVENIDA,General LÃ¡zaro CÃ¡rdenas,131.0,,,,,,COLONIA,RUIZ CORTINEZ,,,,22895.0,8002,4,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.81068945,-116.596263,2024-05,2,1,461212,
9474314,02001461212002791000009259S1,BCN SIX ABARROTES KATHYS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,KENDE,CALLE,Miguel AlemÃ¡n,CALLE,Adolfo LÃ³pez Mateos,CALLE,Benito JuÃ¡rez,307.0,,,,,,COLONIA,REFORMA,,,,22785.0,670,5,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.87072849,-116.6038406,2024-05,2,1,461212,
9479472,02001461212003351000009259S3,BCN SIX ABARROTES LA ABUNDANCIA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,BAHÃA SAN LUIS GONZAGA (BAHÃA SAN RAMÃN),CALLE,Isla Ãngel de la Guarda,CALLE,Isla San JerÃ³nimo,CALLE,Heriberto Jara,46.0,,,,,,COLONIA,BELLA VISTA,,,,22820.0,7697,16,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.87932514,-116.6372992,2024-05,2,1,461212,
9484278,02001461212003341000009259S4,BCN SIX ABARROTES LA CAMPANA,,0 a 5 personas,CALLE,IGNACIO ALLENDE,CALLE,11,AVENIDA,MATAMOROS,CALLE,MEXICO,854.0,,,,,,COLONIA,JESUS MUNGUIA,,,,22840.0,755,46,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.87045703,-116.5965086,2024-05,2,1,461212,
9479653,02001461212003251000009259S5,BCN SIX ABARROTES LOS PINOS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,NAZARIO LÃPEZ,CALLE,10 de Junio de 1938,CALLE,Esteban CantÃº,AVENIDA,Luis EcheverrÃ­a,9.0,L 20,,,,,COLONIA,REAL DEL CASTILLO NUEVO (OJOS NEGROS),,,,22771.0,1946,20,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.91547639,-116.2738149,2024-05,2,1,461212,
9482532,02001461212002911000009259S5,BCN SIX ABARROTES MI MERCADITO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,BAJA CALIFORNIA,CALLE,11,AVENIDA,Matamoros,AVENIDA,MÃ©xico,940.0,,,,,,COLONIA,JESUS MUNGUIA,,,,22840.0,755,7,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.87117703,-116.5897263,2024-05,2,1,461212,
9484272,02001461212003241000009259S6,BCN SIX ABARROTES MIRANDA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,5 DE MAYO,CALLE,Nacionalista,CALLE,Ninguno,CALLE,Ninguno,234.0,M,,,,,EJIDO,EJIDO NACIONALISTA SANCHEZ TABOADA,,,,22794.0,6472,19,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.6857518,-116.6044988,2024-05,2,1,461212,
9483671,02001461212003091000009259S5,BCN SIX ABARROTES OSCAR,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CARRETERA,LIBRE TIJUANA-ENSENADA,CALLE,Morelos,AVENIDA,Sierra de Guanajuato,CALLE,Ninguno,,SN,,,,,EJIDO,LA MISION,,,,22765.0,6237,15,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,32.0940101,-116.8510128,2024-05,2,1,461212,
9223583,02001461212002331000009259S6,BCN SIX ABARROTES OSMOS,,0 a 5 personas,CALLE,11,CALLE,GUADALUPE VICTORIA,PROLONGACION,IGNACIO ALLENDE,CALLE,ADOLFO LOPEZ MATEOS,725.0,,,,0.0,,COLONIA,REFORMA,,,,22830.0,670,10,,,,Fijo,31.8709804,-116.597332,2020-04,2,1,461110,
9475007,02001461212003361000009259S2,BCN SIX ABARROTES RIVEROLL,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,JESUS CLARK FLORES,AVENIDA,CuauhtÃ©moc,AVENIDA,CuitlÃ¡huac,CALLE,DÃ©cima,46.0,,,,,,COLONIA,AZTECA,,,,22820.0,524,12,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.8753935,-116.6307242,2024-05,2,1,461212,
9483355,02001461212003141000009259S8,BCN SIX ABARROTES SAN FRANCISCO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,REAL DEL CASTILLO,CALLE,Pino,CALLE,Roble,CALLE,DÃ©cima (Atoyac),742.0,,,,,,COLONIA,TERRAZAS EL GALLO,,,,22850.0,7930,22,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.85293816,-116.5727764,2024-05,2,1,461212,
9485853,02001461212003231000009259S7,BCN SIX ABARROTES SUGEY,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,JESUS ROMERO SILVA,,,,,,,69.0,L 20,,,,,FRACCIONAMIENTO,EL SALITRAL,,,,22793.0,1024,36,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.906571,-116.594993,2024-05,2,1,461212,
9223540,02001461212001901000009259S7,BCN SIX ABARROTES TRIBI,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,GUADALUPE VICTORIA,CALZADA,Cortez,CALLE,6 de Noviembre,AVENIDA,Josefa Ortiz de DomÃ­nguez,,SN,,,,,COLONIA,INDEPENDENCIA,,,,22840.0,7841,18,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.86163738,-116.5975535,2020-04,2,1,461212,
9474435,02001461212003041000009259S0,BCN SIX ABARROTES VILLA NO 3,,0 a 5 personas,CALLE,MONTERREY,CALLE,TEPIC,AVENIDA,BRONCE,CALLE,CIUDAD VICTORIA,157.0,,,,0.0,,COLONIA,REVOLUCION,,,,22830.0,685,4,,,,Fijo,31.87588456,-116.5907227,2024-05,2,1,461110,
9478904,02001461212003021000009259S2,BCN SIX AUTOSERVICIO ACAPULCO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,PEDRO LOYOLA,AVENIDA,Las Palmas,BOULEVARD,Plinta,AVENIDA,MazatlÃ¡n,296.0,,,,,,FRACCIONAMIENTO,FRACC. ACAPULCO,,,,22890.0,929,40,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.83452349,-116.606091,2024-05,2,1,461212,
9483479,02001461212003331000009259S5,BCN SIX AUTOSERVICIO CAMPANARIO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,DE LAS FUENTES,,,,,,,4043.0,,,,,,COLONIA,CAMPANARIO,,,,22842.0,134,16,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.864001,-116.546927,2024-05,2,1,461212,
9478220,02001461212003301000009259S8,BCN SIX AUTOSERVICIO CASTILLO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,REFORMA,CALLE,QUERETARO,CALLE,SONORA,AVENIDA,MIGUEL HIDALGO Y COSTILLA,275.0,A,,,0.0,,COLONIA,POPULAR 1,,,,22810.0,454,21,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.88657233,-116.6117956,2024-05,2,1,461212,
9486955,02001461212003181000009259S4,BCN SIX AUTOSERVICIO CORAL,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,REFORMA,,,,,,,180.0,,,,,,COLONIA,AVIACION,,,,22840.0,454,22,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.885633,-116.611606,2024-05,2,1,461212,
9476007,02001461212003161000009259S6,BCN SIX AUTOSERVICIO EL SEISCITO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,GENERAL LÃZARO CÃRDENAS,CALLE,JesÃºs GarcÃ­a,CALLE,Fundadores de 1937,AVENIDA,General Emiliano Zapata,,SN,,,,,COLONIA,EJ. ERENDIRA,,,,22904.0,6665,22,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.27516807,-116.3754182,2024-05,2,1,461212,
9484136,02001461212003191000009259S3,BCN SIX AUTOSERVICIO MAR Y SOL,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,CABO SAN JOSÃ,AVENIDA,Cabo Falso,CALLE,Punta Banda,CALLE,Bocana Ojo de Liebre,417.0,,,,,,COLONIA,POPULAR 89,,,,22812.0,8110,24,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.89406235,-116.5567722,2024-05,2,1,461212,
9471815,02001461212002511000009259S3,BCN SIX AUTOSERVICIO MOCTEZUMA 19,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,MARGARITAS,CALLE,Calle de la OrquÃ­dea,AVENIDA,Gregorio Torres Quintero,CALLE,Calle de la Azucena,2012.0,,,,,,COLONIA,22850,,,,22850.0,069A,42,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.86682445,-116.5764629,2024-05,2,1,461212,
9475732,02001461212002941000009259S2,BCN SIX AUTOSERVICIO ORMART,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,NINGUNO,CALLE,Felipe Legaspy,CALLE,Ninguno,CALLE,Cuarzo,,SN,,,,,COLONIA,LA PROVIDENCIA,,,,22909.0,6862,12,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,30.96955781,-116.1559838,2024-05,2,1,461212,
9474434,02001461212003031000009259S1,BCN SIX AUTOSERVICIO PERIFERICO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CARRETERA,CARRETERA A OJOS NEGROS,CALLE,Coral,PROLONGACION,Clemente Rojo,CALLE,Profesor Francisco RamÃ­rez,2495.0,,,,,,COLONIA,22850,,,,22850.0,069A,57,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.86883283,-116.5825993,2024-05,2,1,461212,
9479057,02001461212003081000009259S6,BCN SIX AUTOSERVICIO TODOS SANTOS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,LABRADORES,CALLE,Agricultores,CALLE,San MartÃ­n,CALLE,San Antonio,,SN,,,,,COLONIA,VILLA RESIDENCIAL DEL REAL,,,,22785.0,9710,30,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.77261121,-116.5687472,2024-05,2,1,461212,
9479056,02001461212003071000009259S7,BCN SIX AUTOSERVICIO VISTA HERMOSA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,AUGUSTO GÃMEZ VILLANUEVA,CALLE,Agapito Ãlvarez,AVENIDA,Ernesto Ãvalos,CALLE,Ninguno,8.0,M,,,,,COLONIA,MANEADERO PARTE ALTA,,,,22790.0,1363,6,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.71666568,-116.5630438,2024-05,2,1,461212,
6884968,02001461212001351000009259S5,BCN SIX DENISSE,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,CUAUHTÃMOC,CALLE,SÃ©ptima (PerifÃ©rico),CALLE,Octava,AVENIDA,Francisco GonzÃ¡lez Bocanegra,2513.0,,,,,,COLONIA,AMPLIACION HIDALGO,,,,22880.0,863,12,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.85674789,-116.5795801,2019-04,2,1,461212,
9478259,02001461212002531000009259S1,BCN SIX DIANA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,NINGUNO,AVENIDA,Pedro MartÃ­nez Fisher,AVENIDA,Eduardo GÃ³mez,CALLE,Primera,10.0,KM,,,,,EJIDO,EJIDO ESTEBAN CANTU,,,,22794.0,6538,10,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.70765202,-116.6448919,2024-05,2,1,461212,
9223594,02001461212002441000009259S3,BCN SIX DICKIES,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,CALLE DE LOS FOGONEROS,AVENIDA,Aseguradores,CALLE,Hojalateros,CALLE,Calle de los Electricistas,3606.0,,,,,,COLONIA,JOSÃ MARÃA MORELOS Y PAVÃN,,,,22855.0,8464,16,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.85130137,-116.5645734,2020-04,2,1,461212,
9223555,02001461212002051000009259S0,BCN SIX EL PATO,,0 a 5 personas,CALZADA,CALZADA DE LAS AGUILAS,AVENIDA,GALEANA,AVENIDA,FRANCISCO MINA,CALLE,16 DE SEPTIEMBRE,636.0,,,,,,COLONIA,INDEPENDENCIA,,,,22840.0,7837,12,6461079642.0,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.86339442,-116.6020136,2020-04,2,1,461212,
9223550,02001461212002001000009259S5,BCN SIX JASSON,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,CABO FALSO,CALLE,Cabo San Lucas,CALLE,Punta Cano,CALLE,Punta San Gabriel,674.0,,,,,,COLONIA,POPULAR 89,,,,22810.0,8110,36,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.89696373,-116.5575028,2020-04,2,1,461212,
9223584,02001461212002341000009259S5,BCN SIX LA ESPERANZA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,CARRETERA TRANSPENINSULAR,CALLE,Otoniel Vega Solorio,CALLE,FÃ©lix GonzÃ¡lez Torres,CALLE,Alberto Borja Mojarro,231.0,,,,,,COLONIA,MANEADERO PA,,,,22709.0,8159,26,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.70611463,-116.5657155,2020-04,2,1,461212,
6876093,02001461212001551000009259S0,BCN SIX LA HACIENDA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,CAÃONERO PROGRESO (JESÃS FISHER),OTRO(ESPECIFIQUE),NINGUNO,CALLE,Ninguno,CALLE,Ninguno,263.0,,,,,,COLONIA,LOMA LINDA,,,,22820.0,7697,63,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.88248839,-116.6326851,2019-04,2,1,461212,
9223591,02001461212002411000009259S6,BCN SIX LA PICOSITA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,SAN LUIS GONZAGA,PRIVADA,Ninguno,PRIVADA,Ninguno,CALLE,Punta Soldado,416.0,,,,,,COLONIA,POPULAR 89,,,,22812.0,8445,38,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.88803442,-116.5635372,2020-04,2,1,461212,
9223573,02001461212002231000009259S8,BCN SIX LAS BRISAS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,EMILIANO ZAPATA,AVENIDA,Las Palmas,OTRO(ESPECIFIQUE),Sin Referencia,AVENIDA,HÃ©roes de Baja California,,LOTE 25 PARCELA 15,,,,,EJIDO,EJIDO EL PORVENIR,,,,22755.0,6241,48,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,32.07884923,-116.6166606,2020-04,2,1,461212,
9482410,02001461212003001000009259S4,BCN SIX LICORES CARRANZA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,BOULEVARD,EMILIO CARRANZA,AVENIDA,Josefa Ortiz de DomÃ­nguez,AVENIDA,JosÃ© MarÃ­a Morelos y PavÃ³n,CALLE,Coral,1019.0,,,,,,COLONIA,AVIACION,,,,22840.0,7841,14,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.86496047,-116.5994654,2024-05,2,1,461212,
9223537,02001461212001871000009259S2,BCN SIX LICORES EL MILAGRO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,JOSE INES OVIEDO CORREA,CALLE,FRANCISCO I. MADERO,CALLE,AMBROSIO DEL CASTILLO,AVENIDA,GABINO VAZQUEZ,0.0,SN,,,,,PUEBLO,REAL DEL CASTILLO NUEVO OJOS NEGROS,,,,22770.0,1950,25,6461311827.0,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.91255878,-116.2669523,2020-04,2,1,461212,
9480385,02001461212003291000009259S1,BCN SIX LICORES EL POTRILLO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,MIRAMAR,CALLE,Tercera,OTRO(ESPECIFIQUE),NINGUNO,CALLE,Macheros,382.0,,,,,,COLONIA,SECCIÃN PRIMERA,,,,22800.0,717,13,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.86555335,-116.6244076,2024-05,2,1,461212,
9475325,02001461212003211000009259S9,BCN SIX LICORES EVELYN,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,CORAL,AVENIDA,Chapultepec,CALLE,Vicente SuÃ¡rez,CALLE,Juan de la Barrera,1611.0,,,,,,COLONIA,NIÃOS HÃROES,,,,22840.0,755,28,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.8670917,-116.5915067,2024-05,2,1,461212,
9477739,02001461212002981000009259S8,BCN SIX LICORES JAVIS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,13 DE DICIEMBRE,CALLE,Fundadores de 1937,AVENIDA,General LÃ¡zaro CÃ¡rdenas,CALLE,Ninguno,37.0,,,,,,COLONIA,EJ. ERENDIRA,,,,22904.0,6665,27,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.27372893,-116.3752555,2024-05,2,1,461212,
9474432,02001461212002971000009259S9,BCN SIX LICORES LIZA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,MARIANO MÃRQUEZ,CALLE,Ãpalo,CALLE,Esmeralda,AVENIDA,Abraham GonzÃ¡lez,115.0,,,,,,UNIDAD HABITACIONAL,INDUSTRIAL,,,,22850.0,7930,3,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.84983789,-116.5782213,2024-05,2,1,461212,
6875596,02001461212001561000009259S9,BCN SIX LOS ENCINOS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,A,CALLE,Berilio,CALLE,Ninguno,OTRO(ESPECIFIQUE),Terreno BaldÃ­o,,SN,,,,,COLONIA,SAN ANTONIO DE LAS MINAS,,,,22766.0,6307,30,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.97282333,-116.6563594,2019-04,2,1,461212,
9223569,02001461212002191000009259S4,BCN SIX MARES,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,TEPIC,CALLE,Ciudad Victoria,CALLE,Ciudad JuÃ¡rez,AVENIDA,Bronce,155.0,,,,,,COLONIA,REVOLUCION,,,,22830.0,685,13,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.87468884,-116.5926868,2020-04,2,1,461212,
9483586,02001461212003051000009259S9,BCN SIX MERCADO BUMAY,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,CASTILLO,CALLE,SÃ©ptima,CALLE,Octava,AVENIDA,Blancarte,715.0,,,,,,COLONIA,22860,,,,22800.0,666,14,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.86722379,-116.6174218,2024-05,2,1,461212,
9223562,02001461212002121000009259S1,BCN SIX MERCADO CALIFORNIA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,EMILIANO ZAPATA,CALLE,Cuarta,CALLE,Quinta,AVENIDA,HÃ©roes de Baja California,2393.0,,,,,,COLONIA,MAESTROS,,,,22890.0,6241,2,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,32.07534901,-116.6256689,2020-04,2,1,461212,
9479549,02001461212002951000009259S1,BCN SIX MERCADO CHEVELOZ,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,PEDRO LOYOLA,BOULEVARD,Plinta,CALLE,Guaymas,CALLE,BahÃ­a Magdalena,188.0,,,,,,COLONIA,ACAPULCO,,,,22890.0,929,5,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.83670587,-116.6063875,2024-05,2,1,461212,
9473933,02001461212002931000009259S3,BCN SIX MERCADO LA MEXICANITA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,NINGUNO,CALLE,Pomes,CALLE,Basalto,CALLE,Diamante,,SN,,,,,EJIDO,EJIDO GUSTAVO DIAZ ORDAZ,,,,22909.0,6862,7,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,30.97372655,-116.1572304,2024-05,2,1,461212,
9480254,02001461212003131000009259S9,BCN SIX MERCADO LA UNICA,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,AVENIDA,EMILIANO ZAPATA,CALLE,Cuarta,CALLE,Quinta,AVENIDA,HÃ©roes de Baja California,631.0,,,,,,EJIDO,EJIDO EL PORVENIR,,,,22755.0,6241,2,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,32.07534986,-116.6256667,2024-05,2,1,461212,
9472012,02001461212003171000009259S5,BCN SIX MERCADO OCHOAS,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,BOULEVARD,GERANIOS,CALLE,Caoba,CALLE,CiprÃ©s,CALLE,Almendro,100.0,,,,,,COLONIA,LAS LOMITAS,,,,22810.0,7714,2,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.88947477,-116.5930932,2024-05,2,1,461212,
9478583,02001461212003271000009259S3,BCN SIX MERCADO TODO BARATO,CONTROLADORA DE NEGOCIOS COMERCIALES SA DE CV,0 a 5 personas,CALLE,SÃPTIMA (PERIFÃRICO),AVENIDA,Diamante,AVENIDA,18 de Marzo,CALLE,Octava,2040.0,,,,,,COLONIA,AMP HIDALGO,,,,22889.0,863,25,,SAUL.RODRIGUEZ@HEINEKEN.COM,WWW.HEINEKEN.COM,Fijo,31.85921437,-116.5800833,2024-05,2,1,461212,
